475675977	1229665
927752756	179993
679993586	1077442
831352399	658429
859268317	104259
255943015	500485
759264041	215243
115437464	341663
578486117	930091
748551063	1472165
759247002	569365
682282082	1437433
682377253	1420909
682472633	1420915
119474173	331117
640919384	1173701
682455885	1420914
700475434	27334
902748495	426428
682282937	1437433
629647042	1263415
682285623	1420902
682458122	1420915
831353230	658429
902273067	5075
682334945	1420906
915050926	1442368
759250140	569365
915030554	1442369
628088052	665912
629638302	1263415
347836639	999810
259485767	227321
768681150	60172
902271971	5075
751168172	946122
189191488	426418
902272597	5075
927416164	413071
67525619	227321
342889415	660025
927401721	452589
927415788	413071
915101486	1442368
913883200	100787
751008255	944289
667729358	1283841
630213305	1381753
629642230	1263415
630224446	1381753
682329764	1420901
212537521	441960
859265640	104259
550805147	1391915
389625015	242507
695541778	747525
630215611	1381753
189208498	426418
700469132	27334
590051184	1089458
189190028	426418
816189811	28573
748503054	756982
629633812	1263415
762134954	29159
697078954	498257
83771578	510516
587675136	909455
902745439	426428
342887257	660025
189212193	426418
682428344	1420913
902273838	5075
682303394	1420902
913776233	100787
242827177	441959
682469739	1420915
