6322025	559292
68469146	237561
342885774	660025
342875095	660025
587661575	909455
587661247	909455
68469142	237561
68481678	237561
587672538	909455
759219961	212818
672385161	5530
342886344	660025
342872183	660025
342877342	660025
587682187	660027
596542246	5518
475670806	1229665
134055675	5061
666409164	1280523
517324570	1279085
517325629	1279085
83773284	510516
83767403	510516
70981830	330879
238507169	332952
531990269	1279085
697083491	498257
672381581	5530
666407040	1280523
682472361	1420915
443899157	1151754
743659336	1276143
70995900	330879
134077273	5061
146414249	294746
238487136	332952
576981284	1086054
829108386	5127
145237082	425011
682262358	1437433
700454600	27334
682291743	1420902
517314396	1279085
83775465	510516
682259616	1437433
682417631	1420913
913800310	100787
401887517	1186058
70996658	330879
212546627	441960
350633414	380704
169767886	510516
550809760	1391915
928521868	665024
45191045	284811
517310179	1279085
530479083	1237896
584365243	1182966
146414247	294746
829106976	5127
596550875	5518
596550779	5518
146415588	294746
666399486	1280523
666405873	1280523
302407700	526221
240279467	544712
347833125	999810
401886091	1186058
475675337	1229665
550806838	1391915
913802555	100787
146415590	294746
530477344	1237896
207344454	545124
682369370	1420910
682308291	1420901
682278743	1437433
682382997	1420909
629636424	1263415
780597222	1397361
629651949	1287681
576045708	759272
618812614	721885
630963008	1277687
628302046	1182542
171676603	515849
915156980	1408163
667722835	1283841
802104113	72032
320589239	655863
472586319	1130832
674220754	84753
827071164	645133
827756632	27342
50306829	284590
67527704	227321
734657609	1081103
835901679	644358
820654673	5421
780598778	1397361
380488754	80884
530471179	1237896
584139985	334819
682428118	1420911
698991692	510951
829118636	5127
849268601	91492
915117600	1442368
302881791	660122
477531324	1213857
596696961	1213859
761330462	1442371
829106496	5127
164423159	367110
636747743	1116229
751758953	913774
891556346	483514
913784268	100787
913803038	100787
302886147	660122
821067298	420778
512189297	1262450
517324303	1279085
751757555	913774
759218559	212818
628331991	1182543
673526002	1398559
682403398	1420912
684164395	858893
759249314	569365
759318561	1442370
915067818	1442368
636759713	1116229
761336270	1442371
388852755	120017
667728241	1283841
759255110	569365
821058934	158046
891574789	483514
242772686	441959
350629820	380704
550808782	1391915
615444513	1445577
699032671	5518
171676296	515849
343428219	999809
557998044	1365824
666866339	563466
758975017	237631
477531227	1213857
667717928	1283841
799341700	235443
891582384	653667
913788109	100787
380487695	80884
452838317	675120
477533064	1213857
530476142	1237896
596713283	1213859
631392226	383855
666865553	563466
682343160	1420908
748551606	1472165
749884541	990650
827075504	645133
915149315	348802
584392778	1382522
615451284	1445577
749766791	944288
913792254	100787
915077331	1442369
367044900	578455
399166977	1111077
628309354	1182542
701775816	1245745
763729394	945553
927382093	871575
615466023	1445577
671158954	1220924
749766780	944288
808369527	1305764
449542351	914234
759207190	1016849
910288557	1509407
914758790	1392242
915117373	1442368
121701311	344612
530478805	1237896
550803708	1391915
596701399	1213859
