914756513	1392242
238496807	332952
682438248	1420913
629726543	655844
682277786	1437433
578487611	930091
317025802	425011
700449041	27334
212536760	441960
145235507	425011
816344447	308745
685414067	644352
389636331	242507
835891594	644358
682309981	1420906
353238481	1109443
682379636	1420909
682451310	1420915
682437848	1420913
636598285	671987
831350594	658429
425768023	1170230
682281060	1391699
910294707	1509407
627820849	930090
628081858	665912
682305171	1420901
928527300	665024
682396569	1420912
682450663	1420914
615413613	1287680
574455082	665115
477532988	1213857
350638806	380704
358370231	1033177
255933275	500485
924886066	229535
902279360	5075
648160328	685588
599151333	1388766
648160329	685588
700491162	40296
550806704	1391915
748537526	1398154
189189612	426418
330931001	861557
596705089	1213859
751687151	686832
70992919	330879
119473313	331117
121707059	344612
751681460	933852
849269079	91492
859268693	104259
557727385	1356009
599159033	1388766
636771839	1116229
700487674	40296
242796746	441959
255949242	500485
572278718	1344414
748550934	1472165
770302247	1403190
358374631	1033177
599160756	1388766
748560579	1472165
212539235	441960
242760586	441959
255953609	500485
259485766	227321
391868441	1160506
116198987	306901
816186770	28573
598027187	717982
751688541	686832
