63535562	559292
68472513	237561
212537685	441960
365761867	1095631
146414081	294746
816189706	28573
70991030	330879
242808519	441959
679993486	1077442
45199267	284811
67527947	227321
597585233	1072389
254584636	559307
330929462	861557
636599925	671987
627835423	930090
628184415	930089
396457976	985895
748518844	1284197
451998661	701091
679993483	1077442
50304517	284590
365981163	1071378
149248482	379508
679998547	1077442
915033106	1442369
521781767	1268274
629634854	1263415
366991200	1064592
684174595	858893
410078422	1071382
363747728	931890
631389862	383855
671180732	1279043
759285892	5601
752279781	1603295
628266628	1182541
628319120	1182544
119496561	331117
172589	4932
50285107	284593
259481176	227321
401626631	1160507
444314293	1071380
628329625	1182542
748548863	1427455
759245720	569365
761334720	1442371
403214632	1071383
459374015	1245528
332594870	4911
389645450	242507
513030744	566037
574139845	1003335
682393138	1420912
367002383	1071381
662531047	1043002
667832324	1168221
915064873	1442369
255723964	294747
846911256	1437362
354547017	5480
448514576	1136231
628223017	1182541
671161519	1220924
684156774	858893
241950745	573826
915194987	348802
156847822	436907
294654379	284592
908568305	498019
212527778	441960
366989403	1064592
662502713	1043003
682403192	1420912
915046401	1442368
628337528	1182543
759317203	1442370
